gamma,etahf,tol,N,th2mat,tmvh2mat,storh2mat,farerrh2mat,errh2mat
1.0,1.0,0.001,23520,19.586631998,0.034693226300000005,3.2122984800000003,0.0006294811198441244,8.00525035684772e-5
1.0,1.0,0.001,48000,40.552945266,0.06832347790000001,6.79832736,0.0006060904216814209,9.935118939423102e-5
1.0,1.0,0.001,108000,116.787608285,0.17152989570000005,15.985636528,0.002219031677274894,0.00043939492506068107
1.0,1.0,0.001,192000,219.827054633,0.21688508790000002,30.187078592000002,0.002840465924789481,0.0006234742357321527
1.0,1.0,0.001,432000,603.928300216,0.9541186517000002,70.344011248,0.0022639535732562215,0.0006140165025862259
