k,gamma,etahf,tol,N,th2mat,tmvh2mat,storh2mat,farerrh2mat
11.877012145297389,1.0,5.0,0.001,18750,13.935719496,0.076405643,1.833507744,0.0007579574327552614
18.99781727007825,1.0,5.0,0.001,48000,50.782570224,0.411409469,9.295398544000001,0.007836982606717658
23.745712998815584,1.0,5.0,0.001,75000,71.096847506,0.589007922,11.806744080000001,0.013268942793428029
35.61856939043442,1.0,5.0,0.001,168750,309.725428618,1.700852909,66.73806692800001,0.01762778765642418
47.487269442582225,1.0,5.0,0.001,300000,494.988033577,4.226899589,84.48053952000001,0.008102723311361809
