N,tol,err,storage
48000,0.01,0.01855930649527123,33.355238176
48000,0.001,0.0011238763670678254,33.447160048
48000,0.0001,0.00010088461312874847,33.560713712
48000,1.0e-5,4.191860803427474e-5,33.705549680000004
48000,1.0e-6,7.259881081615469e-6,33.876967264
48000,1.0e-7,1.256493564159722e-6,34.097971984000004
48000,1.0e-8,1.7758019974148686e-7,34.3803044
48000,1.0e-9,4.273658565546337e-8,34.751431376
48000,1.0e-10,9.902307924602948e-9,35.217193232
