k,gamma,etahf,tol,N,th2mat,tmvh2mat,storh2mat,farerrh2mat
7.391567913892707,1.0,5.0,0.001,18870,10.614872122,0.057281169,1.308478352,0.0038254389694464615
12.642867021525982,1.0,5.0,0.001,72270,35.383017672,0.302196929,5.699969248,0.005517250868044555
19.606671796074252,1.0,5.0,0.001,156804,144.285939324,1.290094268,30.212936608000003,0.012572591193498905
29.09996110793016,1.0,5.0,0.001,287187,255.541312915,2.121600064,47.446197456,0.014356386199485729
