x y z
0.0457780352 0.503890861 -7.58726061
NaN NaN NaN
0.0494054226 0.492628168 -7.5707442
0.0359784055 0.488471641 -7.59252281
NaN NaN NaN
0.158749266 0.473281133 -7.56874831
0.166846906 0.453836896 -7.57484312
NaN NaN NaN
0.158749266 0.473281133 -7.56874831
0.158644115 0.490481376 -7.58683533
NaN NaN NaN
0.158749266 0.473281133 -7.56874831
0.166583587 0.471489097 -7.59331348
NaN NaN NaN
0.0836810995 0.528238977 -7.580693
0.105083603 0.538530129 -7.58954745
NaN NaN NaN
0.0836810995 0.528238977 -7.580693
0.0863282059 0.545448002 -7.59760485
NaN NaN NaN
0.0836810995 0.528238977 -7.580693
0.0678144433 0.536975007 -7.59714548
NaN NaN NaN
0.125935175 0.525252722 -7.5832244
0.143539035 0.510657495 -7.58315853
NaN NaN NaN
0.125935175 0.525252722 -7.5832244
0.105083603 0.538530129 -7.58954745
NaN NaN NaN
0.125935175 0.525252722 -7.5832244
0.126062232 0.542223406 -7.60096537
NaN NaN NaN
0.125935175 0.525252722 -7.5832244
0.143569463 0.527639851 -7.60100067
NaN NaN NaN
0.0298882828 0.419614183 -7.56587783
0.0306313696 0.44211106 -7.57178056
NaN NaN NaN
0.0298882828 0.419614183 -7.56587783
0.0296494421 0.432911571 -7.57971871
NaN NaN NaN
0.143539035 0.510657495 -7.58315853
0.158644115 0.490481376 -7.58683533
NaN NaN NaN
0.143539035 0.510657495 -7.58315853
0.143569463 0.527639851 -7.60100067
NaN NaN NaN
0.143539035 0.510657495 -7.58315853
0.158543577 0.507653586 -7.60490725
NaN NaN NaN
0.0306313696 0.44211106 -7.57178056
0.0296494421 0.432911571 -7.57971871
NaN NaN NaN
0.0306313696 0.44211106 -7.57178056
0.0303017372 0.455895981 -7.58609803
NaN NaN NaN
0.105083603 0.538530129 -7.58954745
0.0863282059 0.545448002 -7.59760485
NaN NaN NaN
0.105083603 0.538530129 -7.58954745
0.126062232 0.542223406 -7.60096537
NaN NaN NaN
0.105083603 0.538530129 -7.58954745
0.105216531 0.555684456 -7.60729257
NaN NaN NaN
0.0361781522 0.474303598 -7.57842986
0.0303017372 0.455895981 -7.58609803
NaN NaN NaN
0.0361781522 0.474303598 -7.57842986
0.0359784055 0.488471641 -7.59252281
NaN NaN NaN
0.0361781522 0.474303598 -7.57842986
0.0299642392 0.470009838 -7.60075714
NaN NaN NaN
0.166846906 0.453836896 -7.57484312
0.169455453 0.428289053 -7.577802
NaN NaN NaN
0.166846906 0.453836896 -7.57484312
0.166583587 0.471489097 -7.59331348
NaN NaN NaN
0.166846906 0.453836896 -7.57484312
0.169024022 0.44543358 -7.5956447
NaN NaN NaN
0.0457780352 0.503890861 -7.58726061
0.0359784055 0.488471641 -7.59252281
NaN NaN NaN
0.0457780352 0.503890861 -7.58726061
0.049106718 0.521216536 -7.599513
NaN NaN NaN
0.0457780352 0.503890861 -7.58726061
0.0357701442 0.503042542 -7.60702627
NaN NaN NaN
0.158644115 0.490481376 -7.58683533
0.166583587 0.471489097 -7.59331348
NaN NaN NaN
0.158644115 0.490481376 -7.58683533
0.158543577 0.507653586 -7.60490725
NaN NaN NaN
0.158644115 0.490481376 -7.58683533
0.1663209 0.489077286 -7.61172071
NaN NaN NaN
0.0863282059 0.545448002 -7.59760485
0.0678144433 0.536975007 -7.59714548
NaN NaN NaN
0.0863282059 0.545448002 -7.59760485
0.105216531 0.555684456 -7.60729257
NaN NaN NaN
0.0863282059 0.545448002 -7.59760485
0.086431426 0.562766822 -7.61533308
NaN NaN NaN
0.0863282059 0.545448002 -7.59760485
0.0661608033 0.554062556 -7.61557164
NaN NaN NaN
0.0678144433 0.536975007 -7.59714548
0.049106718 0.521216536 -7.599513
NaN NaN NaN
0.0678144433 0.536975007 -7.59714548
0.0661608033 0.554062556 -7.61557164
NaN NaN NaN
0.0678144433 0.536975007 -7.59714548
0.0487970305 0.536155248 -7.61475864
NaN NaN NaN
0.169455453 0.428289053 -7.577802
0.169024022 0.44543358 -7.5956447
NaN NaN NaN
0.169455453 0.428289053 -7.577802
0.164763761 0.422254614 -7.60327305
NaN NaN NaN
0.0296494421 0.432911571 -7.57971871
0.0303017372 0.455895981 -7.58609803
NaN NaN NaN
0.0296494421 0.432911571 -7.57971871
0.0323194096 0.413442043 -7.58623449
NaN NaN NaN
0.0296494421 0.432911571 -7.57971871
0.0294047058 0.446537197 -7.59390124
NaN NaN NaN
0.0296494421 0.432911571 -7.57971871
0.0323427605 0.426783083 -7.60073604
NaN NaN NaN
0.126062232 0.542223406 -7.60096537
0.143569463 0.527639851 -7.60100067
NaN NaN NaN
0.126062232 0.542223406 -7.60096537
0.105216531 0.555684456 -7.60729257
NaN NaN NaN
0.126062232 0.542223406 -7.60096537
0.12625643 0.559165974 -7.61872198
NaN NaN NaN
0.126062232 0.542223406 -7.60096537
0.143616378 0.54461754 -7.61886061
NaN NaN NaN
0.0303017372 0.455895981 -7.58609803
0.0294047058 0.446537197 -7.59390124
NaN NaN NaN
0.0303017372 0.455895981 -7.58609803
0.0299642392 0.470009838 -7.60075714
NaN NaN NaN
0.0359784055 0.488471641 -7.59252281
0.0299642392 0.470009838 -7.60075714
NaN NaN NaN
0.0359784055 0.488471641 -7.59252281
0.0357701442 0.503042542 -7.60702627
NaN NaN NaN
0.0359784055 0.488471641 -7.59252281
0.0296188783 0.484452516 -7.61575778
NaN NaN NaN
0.049106718 0.521216536 -7.599513
0.0357701442 0.503042542 -7.60702627
NaN NaN NaN
0.049106718 0.521216536 -7.599513
0.0487970305 0.536155248 -7.61475864
NaN NaN NaN
0.049106718 0.521216536 -7.599513
0.0355336004 0.517895216 -7.62187829
NaN NaN NaN
0.143569463 0.527639851 -7.60100067
0.158543577 0.507653586 -7.60490725
NaN NaN NaN
0.143569463 0.527639851 -7.60100067
0.143616378 0.54461754 -7.61886061
NaN NaN NaN
0.143569463 0.527639851 -7.60100067
0.158449555 0.524793392 -7.62296451
NaN NaN NaN
0.105216531 0.555684456 -7.60729257
0.086431426 0.562766822 -7.61533308
NaN NaN NaN
0.105216531 0.555684456 -7.60729257
0.12625643 0.559165974 -7.61872198
NaN NaN NaN
0.105216531 0.555684456 -7.60729257
0.105436082 0.572819756 -7.62503585
NaN NaN NaN
0.166583587 0.471489097 -7.59331348
0.169024022 0.44543358 -7.5956447
NaN NaN NaN
0.166583587 0.471489097 -7.59331348
0.1663209 0.489077286 -7.61172071
NaN NaN NaN
0.166583587 0.471489097 -7.59331348
0.168592591 0.462578107 -7.6134874
NaN NaN NaN
0.0323194096 0.413442043 -7.58623449
0.0323427605 0.426783083 -7.60073604
NaN NaN NaN
0.0323194096 0.413442043 -7.58623449
0.0423055448 0.405184312 -7.60776768
NaN NaN NaN
0.0294047058 0.446537197 -7.59390124
0.0299642392 0.470009838 -7.60075714
NaN NaN NaN
0.0294047058 0.446537197 -7.59390124
0.0323427605 0.426783083 -7.60073604
NaN NaN NaN
0.0294047058 0.446537197 -7.59390124
0.0291540668 0.460491455 -7.60842584
NaN NaN NaN
0.0294047058 0.446537197 -7.59390124
0.0323770436 0.440455117 -7.61557542
NaN NaN NaN
0.086431426 0.562766822 -7.61533308
0.0661608033 0.554062556 -7.61557164
NaN NaN NaN
0.086431426 0.562766822 -7.61533308
0.105436082 0.572819756 -7.62503585
NaN NaN NaN
0.086431426 0.562766822 -7.61533308
0.0897644109 0.580285369 -7.6326839
NaN NaN NaN
0.086431426 0.562766822 -7.61533308
0.0639039918 0.571411481 -7.63474144
NaN NaN NaN
0.158543577 0.507653586 -7.60490725
0.1663209 0.489077286 -7.61172071
NaN NaN NaN
0.158543577 0.507653586 -7.60490725
0.158449555 0.524793392 -7.62296451
NaN NaN NaN
0.158543577 0.507653586 -7.60490725
0.16605877 0.506601365 -7.63006459
NaN NaN NaN
0.0661608033 0.554062556 -7.61557164
0.0487970305 0.536155248 -7.61475864
NaN NaN NaN
0.0661608033 0.554062556 -7.61557164
0.0639039918 0.571411481 -7.63474144
NaN NaN NaN
0.0661608033 0.554062556 -7.61557164
0.0472224843 0.553045951 -7.63368414
NaN NaN NaN
0.0299642392 0.470009838 -7.60075714
0.0291540668 0.460491455 -7.60842584
NaN NaN NaN
0.0299642392 0.470009838 -7.60075714
0.0296188783 0.484452516 -7.61575778
NaN NaN NaN
0.0357701442 0.503042542 -7.60702627
0.0355336004 0.517895216 -7.62187829
NaN NaN NaN
0.0357701442 0.503042542 -7.60702627
0.0296188783 0.484452516 -7.61575778
NaN NaN NaN
0.0357701442 0.503042542 -7.60702627
0.0292656703 0.499223351 -7.63109925
NaN NaN NaN
0.169024022 0.44543358 -7.5956447
0.164763761 0.422254614 -7.60327305
NaN NaN NaN
0.169024022 0.44543358 -7.5956447
0.168592591 0.462578107 -7.6134874
NaN NaN NaN
0.169024022 0.44543358 -7.5956447
0.16411246 0.439813685 -7.62146246
NaN NaN NaN
0.0 0.427254787 -7.59350172
0.0188447281 0.397032421 -7.61191269
NaN NaN NaN
0.0 0.427254787 -7.59350172
-0.0568482058 0.395888638 -7.63098168
NaN NaN NaN
0.0 0.427254787 -7.59350172
0.0 0.419408777 -7.63621888
NaN NaN NaN
0.0487970305 0.536155248 -7.61475864
0.0355336004 0.517895216 -7.62187829
NaN NaN NaN
0.0487970305 0.536155248 -7.61475864
0.0472224843 0.553045951 -7.63368414
NaN NaN NaN
0.0487970305 0.536155248 -7.61475864
0.0351491553 0.532906895 -7.63728474
NaN NaN NaN
0.12625643 0.559165974 -7.61872198
0.143616378 0.54461754 -7.61886061
NaN NaN NaN
0.12625643 0.559165974 -7.61872198
0.105436082 0.572819756 -7.62503585
NaN NaN NaN
0.12625643 0.559165974 -7.61872198
0.126544998 0.576057917 -7.63649023
NaN NaN NaN
0.12625643 0.559165974 -7.61872198
0.143686841 0.561584626 -7.63674138
NaN NaN NaN
0.143616378 0.54461754 -7.61886061
0.158449555 0.524793392 -7.62296451
NaN NaN NaN
0.143616378 0.54461754 -7.61886061
0.143686841 0.561584626 -7.63674138
NaN NaN NaN
0.143616378 0.54461754 -7.61886061
0.158365331 0.541893645 -7.64100829
NaN NaN NaN
0.105436082 0.572819756 -7.62503585
0.0897644109 0.580285369 -7.6326839
NaN NaN NaN
0.105436082 0.572819756 -7.62503585
0.126544998 0.576057917 -7.63649023
NaN NaN NaN
0.105436082 0.572819756 -7.62503585
0.105768067 0.589914082 -7.64276174
NaN NaN NaN
0.0323427605 0.426783083 -7.60073604
0.0423055448 0.405184312 -7.60776768
NaN NaN NaN
0.0323427605 0.426783083 -7.60073604
0.0323770436 0.440455117 -7.61557542
NaN NaN NaN
0.0323427605 0.426783083 -7.60073604
0.0426882013 0.418887229 -7.62241164
NaN NaN NaN
0.1663209 0.489077286 -7.61172071
0.168592591 0.462578107 -7.6134874
NaN NaN NaN
0.1663209 0.489077286 -7.61172071
0.16605877 0.506601365 -7.63006459
NaN NaN NaN
0.1663209 0.489077286 -7.61172071
0.16816116 0.479722633 -7.6313301
NaN NaN NaN
0.0291540668 0.460491455 -7.60842584
0.0296188783 0.484452516 -7.61575778
NaN NaN NaN
0.0291540668 0.460491455 -7.60842584
0.0323770436 0.440455117 -7.61557542
NaN NaN NaN
0.0291540668 0.460491455 -7.60842584
0.0288975276 0.474774203 -7.62329235
NaN NaN NaN
0.0291540668 0.460491455 -7.60842584
0.0324227607 0.454457396 -7.63075012
NaN NaN NaN
0.0897644109 0.580285369 -7.6326839
0.0639039918 0.571411481 -7.63474144
NaN NaN NaN
0.0897644109 0.580285369 -7.6326839
0.105768067 0.589914082 -7.64276174
NaN NaN NaN
0.0897644109 0.580285369 -7.6326839
0.0865242171 0.597546645 -7.65097641
NaN NaN NaN
0.0355336004 0.517895216 -7.62187829
0.0292656703 0.499223351 -7.63109925
NaN NaN NaN
0.0355336004 0.517895216 -7.62187829
0.0351491553 0.532906895 -7.63728474
NaN NaN NaN
0.0355336004 0.517895216 -7.62187829
0.0289046448 0.514321104 -7.64678027
NaN NaN NaN
0.0296188783 0.484452516 -7.61575778
0.0288975276 0.474774203 -7.62329235
NaN NaN NaN
0.0296188783 0.484452516 -7.61575778
0.0292656703 0.499223351 -7.63109925
NaN NaN NaN
0.164763761 0.422254614 -7.60327305
0.148493925 0.392508881 -7.60914664
NaN NaN NaN
0.164763761 0.422254614 -7.60327305
0.16411246 0.439813685 -7.62146246
NaN NaN NaN
0.164763761 0.422254614 -7.60327305
0.148521007 0.413871289 -7.62932314
NaN NaN NaN
0.158449555 0.524793392 -7.62296451
0.16605877 0.506601365 -7.63006459
NaN NaN NaN
0.158449555 0.524793392 -7.62296451
0.158365331 0.541893645 -7.64100829
NaN NaN NaN
0.158449555 0.524793392 -7.62296451
0.16579713 0.524061199 -7.64834484
NaN NaN NaN
0.168592591 0.462578107 -7.6134874
0.16411246 0.439813685 -7.62146246
NaN NaN NaN
0.168592591 0.462578107 -7.6134874
0.16816116 0.479722633 -7.6313301
NaN NaN NaN
0.168592591 0.462578107 -7.6134874
0.163458508 0.457340293 -7.63961573
NaN NaN NaN
0.0639039918 0.571411481 -7.63474144
0.0472224843 0.553045951 -7.63368414
NaN NaN NaN
0.0639039918 0.571411481 -7.63474144
0.0865242171 0.597546645 -7.65097641
NaN NaN NaN
0.0639039918 0.571411481 -7.63474144
0.0642358354 0.596597902 -7.65996436
NaN NaN NaN
0.0639039918 0.571411481 -7.63474144
0.0440346144 0.573911295 -7.65905857
NaN NaN NaN
0.126544998 0.576057917 -7.63649023
0.143686841 0.561584626 -7.63674138
NaN NaN NaN
0.126544998 0.576057917 -7.63649023
0.105768067 0.589914082 -7.64276174
NaN NaN NaN
0.126544998 0.576057917 -7.63649023
0.126949177 0.592875546 -7.65426313
NaN NaN NaN
0.126544998 0.576057917 -7.63649023
0.143792181 0.578531073 -7.65464748
NaN NaN NaN
0.0472224843 0.553045951 -7.63368414
0.0351491553 0.532906895 -7.63728474
NaN NaN NaN
0.0472224843 0.553045951 -7.63368414
0.0346432413 0.548199355 -7.65329113
NaN NaN NaN
0.0472224843 0.553045951 -7.63368414
0.0440346144 0.573911295 -7.65905857
NaN NaN NaN
0.0423055448 0.405184312 -7.60776768
0.0608140558 0.384352554 -7.61230656
NaN NaN NaN
0.0423055448 0.405184312 -7.60776768
0.0426882013 0.418887229 -7.62241164
NaN NaN NaN
0.0423055448 0.405184312 -7.60776768
0.0593926768 0.399664819 -7.62608947
NaN NaN NaN
0.143686841 0.561584626 -7.63674138
0.158365331 0.541893645 -7.64100829
NaN NaN NaN
0.143686841 0.561584626 -7.63674138
0.143792181 0.578531073 -7.65464748
NaN NaN NaN
0.143686841 0.561584626 -7.63674138
0.158296303 0.558942747 -7.65904084
NaN NaN NaN
0.0323770436 0.440455117 -7.61557542
0.0426882013 0.418887229 -7.62241164
NaN NaN NaN
0.0323770436 0.440455117 -7.61557542
0.0324227607 0.454457396 -7.63075012
NaN NaN NaN
0.0323770436 0.440455117 -7.61557542
0.043088949 0.432915335 -7.63737202
NaN NaN NaN
0.105768067 0.589914082 -7.64276174
0.0865242171 0.597546645 -7.65097641
NaN NaN NaN
0.105768067 0.589914082 -7.64276174
0.126949177 0.592875546 -7.65426313
NaN NaN NaN
0.105768067 0.589914082 -7.64276174
0.106216636 0.606929441 -7.66043605
NaN NaN NaN
0.0288975276 0.474774203 -7.62329235
0.0292656703 0.499223351 -7.63109925
NaN NaN NaN
0.0288975276 0.474774203 -7.62329235
0.0324227607 0.454457396 -7.63075012
NaN NaN NaN
0.0288975276 0.474774203 -7.62329235
0.028635101 0.489384732 -7.63850004
NaN NaN NaN
0.0288975276 0.474774203 -7.62329235
0.0324803848 0.468788494 -7.64625689
NaN NaN NaN
0.16605877 0.506601365 -7.63006459
0.16816116 0.479722633 -7.6313301
NaN NaN NaN
0.16605877 0.506601365 -7.63006459
0.16579713 0.524061199 -7.64834484
NaN NaN NaN
0.16605877 0.506601365 -7.63006459
0.167729729 0.49686716 -7.6491728
NaN NaN NaN
0.148493925 0.392508881 -7.60914664
0.148521007 0.413871289 -7.62932314
NaN NaN NaN
0.148493925 0.392508881 -7.60914664
0.123892491 0.392359625 -7.63032159
NaN NaN NaN
0.0188447281 0.397032421 -7.61191269
0.0 0.419408777 -7.63621888
NaN NaN NaN
0.0188447281 0.397032421 -7.61191269
0.0348180613 0.365121416 -7.62952614
NaN NaN NaN
0.0188447281 0.397032421 -7.61191269
0.0136806576 0.3983937 -7.6445465
NaN NaN NaN
0.0292656703 0.499223351 -7.63109925
0.028635101 0.489384732 -7.63850004
NaN NaN NaN
0.0292656703 0.499223351 -7.63109925
0.0289046448 0.514321104 -7.64678027
NaN NaN NaN
0.0351491553 0.532906895 -7.63728474
0.0289046448 0.514321104 -7.64678027
NaN NaN NaN
0.0351491553 0.532906895 -7.63728474
0.0346432413 0.548199355 -7.65329113
NaN NaN NaN
0.0351491553 0.532906895 -7.63728474
0.0285358459 0.529743936 -7.66279893
NaN NaN NaN
0.16411246 0.439813685 -7.62146246
0.148521007 0.413871289 -7.62932314
NaN NaN NaN
0.16411246 0.439813685 -7.62146246
0.163458508 0.457340293 -7.63961573
NaN NaN NaN
0.16411246 0.439813685 -7.62146246
0.147848164 0.43232596 -7.64769262
NaN NaN NaN
0.0865242171 0.597546645 -7.65097641
0.106216636 0.606929441 -7.66043605
NaN NaN NaN
0.0865242171 0.597546645 -7.65097641
0.0642358354 0.596597902 -7.65996436
NaN NaN NaN
0.0865242171 0.597546645 -7.65097641
0.0863310787 0.615096013 -7.66901626
NaN NaN NaN
0.0608140558 0.384352554 -7.61230656
0.0593926768 0.399664819 -7.62608947
NaN NaN NaN
0.0608140558 0.384352554 -7.61230656
0.0773298736 0.391112342 -7.63020018
NaN NaN NaN
0.158365331 0.541893645 -7.64100829
0.16579713 0.524061199 -7.64834484
NaN NaN NaN
0.158365331 0.541893645 -7.64100829
0.158296303 0.558942747 -7.65904084
NaN NaN NaN
0.158365331 0.541893645 -7.64100829
0.165535912 0.54145662 -7.66656117
NaN NaN NaN
0.16816116 0.479722633 -7.6313301
0.163458508 0.457340293 -7.63961573
NaN NaN NaN
0.16816116 0.479722633 -7.6313301
0.167729729 0.49686716 -7.6491728
NaN NaN NaN
0.16816116 0.479722633 -7.6313301
0.162801837 0.474833805 -7.65773215
NaN NaN NaN
0.0426882013 0.418887229 -7.62241164
0.0593926768 0.399664819 -7.62608947
NaN NaN NaN
0.0426882013 0.418887229 -7.62241164
0.043088949 0.432915335 -7.63737202
NaN NaN NaN
0.0426882013 0.418887229 -7.62241164
0.0677293515 0.411959183 -7.64509569
NaN NaN NaN
0.126949177 0.592875546 -7.65426313
0.143792181 0.578531073 -7.65464748
NaN NaN NaN
0.126949177 0.592875546 -7.65426313
0.106216636 0.606929441 -7.66043605
NaN NaN NaN
0.126949177 0.592875546 -7.65426313
0.127453328 0.609612696 -7.67202967
NaN NaN NaN
0.126949177 0.592875546 -7.65426313
0.143949148 0.595440077 -7.67258398
NaN NaN NaN
0.0792384414 0.374508605 -7.61484101
0.0986109401 0.379370951 -7.62380305
NaN NaN NaN
0.0792384414 0.374508605 -7.61484101
0.0773298736 0.391112342 -7.63020018
NaN NaN NaN
0.0324227607 0.454457396 -7.63075012
0.043088949 0.432915335 -7.63737202
NaN NaN NaN
0.0324227607 0.454457396 -7.63075012
0.0324803848 0.468788494 -7.64625689
NaN NaN NaN
0.0324227607 0.454457396 -7.63075012
0.0435079004 0.447267263 -7.6526452
NaN NaN NaN
0.028635101 0.489384732 -7.63850004
0.0289046448 0.514321104 -7.64678027
NaN NaN NaN
0.028635101 0.489384732 -7.63850004
0.0324803848 0.468788494 -7.64625689
NaN NaN NaN
0.028635101 0.489384732 -7.63850004
0.0283668103 0.504321742 -7.65404756
NaN NaN NaN
0.028635101 0.489384732 -7.63850004
0.0325503538 0.483446276 -7.66209165
NaN NaN NaN
0.143792181 0.578531073 -7.65464748
0.158296303 0.558942747 -7.65904084
NaN NaN NaN
0.143792181 0.578531073 -7.65464748
0.143949148 0.595440077 -7.67258398
NaN NaN NaN
0.143792181 0.578531073 -7.65464748
0.158250793 0.575922384 -7.67706564
NaN NaN NaN
0.106216636 0.606929441 -7.66043605
0.0863310787 0.615096013 -7.66901626
NaN NaN NaN
0.106216636 0.606929441 -7.66043605
0.127453328 0.609612696 -7.67202967
NaN NaN NaN
0.106216636 0.606929441 -7.66043605
0.106716636 0.623814569 -7.67799777
NaN NaN NaN
0.0642358354 0.596597902 -7.65996436
0.0440346144 0.573911295 -7.65905857
NaN NaN NaN
0.0642358354 0.596597902 -7.65996436
0.0863310787 0.615096013 -7.66901626
NaN NaN NaN
0.0642358354 0.596597902 -7.65996436
0.0641172822 0.615906658 -7.67958261
NaN NaN NaN
0.0642358354 0.596597902 -7.65996436
0.0462725695 0.598335423 -7.6799007
NaN NaN NaN
0.0289046448 0.514321104 -7.64678027
0.0283668103 0.504321742 -7.65404756
NaN NaN NaN
0.0289046448 0.514321104 -7.64678027
0.0285358459 0.529743936 -7.66279893
NaN NaN NaN
0.0346432413 0.548199355 -7.65329113
0.0440346144 0.573911295 -7.65905857
NaN NaN NaN
0.0346432413 0.548199355 -7.65329113
0.0285358459 0.529743936 -7.66279893
NaN NaN NaN
0.0346432413 0.548199355 -7.65329113
0.0320375812 0.560578106 -7.67300735
NaN NaN NaN
0.0346432413 0.548199355 -7.65329113
0.0281593322 0.545489391 -7.67915267
NaN NaN NaN
0.16579713 0.524061199 -7.64834484
0.167729729 0.49686716 -7.6491728
NaN NaN NaN
0.16579713 0.524061199 -7.64834484
0.165535912 0.54145662 -7.66656117
NaN NaN NaN
0.16579713 0.524061199 -7.64834484
0.167298298 0.514011687 -7.6670155
