x y z
-0.244 0.586 1.579
NaN NaN NaN
0.391381601 -0.634653616 2.72834255
0.741940545 -0.620781941 2.63856868
NaN NaN NaN
0.391381601 -0.634653616 2.72834255
0.403413104 -0.649528929 2.44964918
NaN NaN NaN
-1.03739422 0.0667098574 2.22245996
-1.21214882 0.0634425266 2.2695996
NaN NaN NaN
-1.03739422 0.0667098574 2.22245996
-1.0325137 0.0818445534 2.14541481
NaN NaN NaN
-1.03739422 0.0667098574 2.22245996
-1.15428348 0.0730123662 2.12358141
NaN NaN NaN
-1.03739422 0.0667098574 2.22245996
-1.02768096 0.0768680027 2.06912387
NaN NaN NaN
-1.21214882 0.0634425266 2.2695996
-1.47155981 0.0583948749 2.34612544
NaN NaN NaN
-1.21214882 0.0634425266 2.2695996
-1.15428348 0.0730123662 2.12358141
NaN NaN NaN
-1.21214882 0.0634425266 2.2695996
-1.32362805 0.0761552704 2.06841993
NaN NaN NaN
0.968805518 -0.404303472 2.59749526
0.977527727 -0.226083746 2.39285102
NaN NaN NaN
0.968805518 -0.404303472 2.59749526
0.741940545 -0.620781941 2.63856868
NaN NaN NaN
0.968805518 -0.404303472 2.59749526
0.969091783 -0.420048039 2.35340676
NaN NaN NaN
0.968805518 -0.404303472 2.59749526
0.744893883 -0.635039435 2.37908228
NaN NaN NaN
1.00997957 0.0905665287 2.19038008
0.992662768 0.0935224168 2.10253997
NaN NaN NaN
1.00997957 0.0905665287 2.19038008
1.02336109 0.0930820744 2.10327227
NaN NaN NaN
-0.434956506 0.577312317 1.76658356
-0.241389027 0.580437491 1.72362522
NaN NaN NaN
-0.434956506 0.577312317 1.76658356
-0.403515879 0.5846453 1.579
NaN NaN NaN
-0.434956506 0.577312317 1.76658356
-0.562210529 0.583297575 1.579
NaN NaN NaN
-1.47155981 0.0583948749 2.34612544
-1.32362805 0.0761552704 2.06841993
NaN NaN NaN
-1.47155981 0.0583948749 2.34612544
-1.60964968 0.0854999913 1.90123444
NaN NaN NaN
-1.47155981 0.0583948749 2.34612544
-2.08868976 0.0728184494 2.08303574
NaN NaN NaN
-0.987076572 -0.0246576615 2.25056404
-1.0343759 -0.0236195582 2.24020147
NaN NaN NaN
-0.987076572 -0.0246576615 2.25056404
-0.979894044 -0.17872964 2.33721896
NaN NaN NaN
-0.987076572 -0.0246576615 2.25056404
-0.98773469 -0.0240593726 2.09758157
NaN NaN NaN
-0.987076572 -0.0246576615 2.25056404
-0.978662359 -0.219911136 2.19374253
NaN NaN NaN
0.468214741 0.576877267 1.76248131
0.241385854 0.580430733 1.72380093
NaN NaN NaN
0.468214741 0.576877267 1.76248131
0.711455636 0.576628073 1.72010999
NaN NaN NaN
0.468214741 0.576877267 1.76248131
0.402023039 0.584657978 1.579
NaN NaN NaN
0.468214741 0.576877267 1.76248131
0.561680019 0.583302081 1.579
NaN NaN NaN
-0.992285575 0.0916600268 2.16284369
-1.0276383 0.0943016046 2.06845049
NaN NaN NaN
-0.992285575 0.0916600268 2.16284369
-0.993134683 0.0958524959 2.0270926
NaN NaN NaN
-1.18624529 -0.0174211479 2.29586758
-1.0343759 -0.0236195582 2.24020147
NaN NaN NaN
-1.18624529 -0.0174211479 2.29586758
-1.42913906 -0.0173349328 2.20186239
NaN NaN NaN
-1.18624529 -0.0174211479 2.29586758
-1.19248085 -0.0169010905 2.12258422
NaN NaN NaN
0.98 0.257182945 2.02948787
0.98 0.476361365 1.86859368
NaN NaN NaN
0.98 0.257182945 2.02948787
0.992662768 0.0935224168 2.10253997
NaN NaN NaN
0.98 0.257182945 2.02948787
0.98 0.26719224 1.83206673
NaN NaN NaN
0.98 0.257182945 2.02948787
0.993645985 0.0983770516 1.94534813
NaN NaN NaN
0.977527727 -0.226083746 2.39285102
0.978279947 -0.224638308 2.2221856
NaN NaN NaN
0.977527727 -0.226083746 2.39285102
0.969091783 -0.420048039 2.35340676
NaN NaN NaN
0.241385854 0.580430733 1.72380093
0.244 0.586 1.579
NaN NaN NaN
0.241385854 0.580430733 1.72380093
0.402023039 0.584657978 1.579
NaN NaN NaN
-0.241389027 0.580437491 1.72362522
-0.244 0.586 1.579
NaN NaN NaN
-0.241389027 0.580437491 1.72362522
-0.403515879 0.5846453 1.579
NaN NaN NaN
-1.0343759 -0.0236195582 2.24020147
-0.98773469 -0.0240593726 2.09758157
NaN NaN NaN
-1.0343759 -0.0236195582 2.24020147
-1.02416059 -0.0232467368 2.08615166
NaN NaN NaN
-1.0343759 -0.0236195582 2.24020147
-1.19248085 -0.0169010905 2.12258422
NaN NaN NaN
-0.968859986 -0.407299219 2.55105211
-0.743006646 -0.625928638 2.54489879
NaN NaN NaN
-0.968859986 -0.407299219 2.55105211
-0.969115921 -0.42137566 2.33282462
NaN NaN NaN
1.67524958 -0.0138943492 2.44811426
2.18855522 -0.0121612953 2.55704822
NaN NaN NaN
1.67524958 -0.0138943492 2.44811426
1.47784349 -0.0137346638 2.08066584
NaN NaN NaN
1.67524958 -0.0138943492 2.44811426
1.94401503 -0.0038595462 1.991053
NaN NaN NaN
-0.979894044 -0.17872964 2.33721896
-0.978662359 -0.219911136 2.19374253
NaN NaN NaN
-0.979894044 -0.17872964 2.33721896
-0.969115921 -0.42137566 2.33282462
NaN NaN NaN
-1.0325137 0.0818445534 2.14541481
-1.0276383 0.0943016046 2.06845049
NaN NaN NaN
-1.0325137 0.0818445534 2.14541481
-1.02768096 0.0768680027 2.06912387
NaN NaN NaN
0.98 0.476361365 1.86859368
0.845701602 0.528605982 1.75282777
NaN NaN NaN
0.98 0.476361365 1.86859368
0.98 0.483691325 1.71295419
NaN NaN NaN
0.98 0.476361365 1.86859368
0.98 0.26719224 1.83206673
NaN NaN NaN
0.98 0.476361365 1.86859368
0.98 0.324736543 1.6834176
NaN NaN NaN
0.149946293 -0.380098335 2.37056168
0.0 -0.413679117 2.37006375
NaN NaN NaN
0.149946293 -0.380098335 2.37056168
0.403413104 -0.649528929 2.44964918
NaN NaN NaN
0.149946293 -0.380098335 2.37056168
0.156284721 -0.388840994 2.0926544
NaN NaN NaN
0.149946293 -0.380098335 2.37056168
0.414346361 -0.66304641 2.1963952
NaN NaN NaN
1.22930313 0.0686460816 2.18879679
1.03015933 0.074276121 2.10824804
NaN NaN NaN
1.22930313 0.0686460816 2.18879679
1.43796498 0.0725090257 2.12149667
NaN NaN NaN
1.22930313 0.0686460816 2.18879679
1.19921149 0.0803348495 2.00890378
NaN NaN NaN
0.992662768 0.0935224168 2.10253997
1.02336109 0.0930820744 2.10327227
NaN NaN NaN
0.992662768 0.0935224168 2.10253997
1.00624258 0.0957619134 2.02425888
NaN NaN NaN
0.992662768 0.0935224168 2.10253997
0.993645985 0.0983770516 1.94534813
NaN NaN NaN
1.02336109 0.0930820744 2.10327227
1.03015933 0.074276121 2.10824804
NaN NaN NaN
1.02336109 0.0930820744 2.10327227
1.00624258 0.0957619134 2.02425888
NaN NaN NaN
1.02336109 0.0930820744 2.10327227
1.02215004 0.0876389866 2.02544516
NaN NaN NaN
1.02336109 0.0930820744 2.10327227
1.01530049 0.0980661109 1.94587517
NaN NaN NaN
1.20674893 -0.0202820408 2.238237
1.0306087 -0.0234820694 2.18339107
NaN NaN NaN
1.20674893 -0.0202820408 2.238237
1.20371055 -0.0191648915 2.03639255
NaN NaN NaN
1.20674893 -0.0202820408 2.238237
1.47784349 -0.0137346638 2.08066584
NaN NaN NaN
-0.98 0.477946435 1.83493737
-0.849165003 0.526274063 1.77049001
NaN NaN NaN
-0.98 0.477946435 1.83493737
-0.98 0.278365582 1.83571921
NaN NaN NaN
-0.98 0.477946435 1.83493737
-0.98 0.48421731 1.70178578
NaN NaN NaN
-0.98 0.477946435 1.83493737
-0.98 0.351901664 1.70034721
NaN NaN NaN
1.0306087 -0.0234820694 2.18339107
0.987635751 -0.0241493173 2.12058043
NaN NaN NaN
1.0306087 -0.0234820694 2.18339107
1.01844687 -0.0230382069 1.99998708
NaN NaN NaN
1.0306087 -0.0234820694 2.18339107
1.20371055 -0.0191648915 2.03639255
NaN NaN NaN
1.03015933 0.074276121 2.10824804
1.02215004 0.0876389866 2.02544516
NaN NaN NaN
1.03015933 0.074276121 2.10824804
1.19921149 0.0803348495 2.00890378
NaN NaN NaN
1.03015933 0.074276121 2.10824804
1.01977923 0.0851316402 1.94438517
NaN NaN NaN
0.0 -0.413679117 2.37006375
-0.151057992 -0.381631714 2.3218194
NaN NaN NaN
0.0 -0.413679117 2.37006375
0.156284721 -0.388840994 2.0926544
NaN NaN NaN
0.0 -0.413679117 2.37006375
0.0 -0.423288021 2.09184229
NaN NaN NaN
0.711455636 0.576628073 1.72010999
0.845701602 0.528605982 1.75282777
NaN NaN NaN
0.711455636 0.576628073 1.72010999
0.561680019 0.583302081 1.579
NaN NaN NaN
0.711455636 0.576628073 1.72010999
0.715 0.582 1.579
NaN NaN NaN
0.711455636 0.576628073 1.72010999
0.849481014 0.535312252 1.579
NaN NaN NaN
0.741940545 -0.620781941 2.63856868
0.403413104 -0.649528929 2.44964918
NaN NaN NaN
0.741940545 -0.620781941 2.63856868
0.744893883 -0.635039435 2.37908228
NaN NaN NaN
-0.849165003 0.526274063 1.77049001
-0.711526364 0.576735271 1.71729412
NaN NaN NaN
-0.849165003 0.526274063 1.77049001
-0.98 0.48421731 1.70178578
NaN NaN NaN
-0.849165003 0.526274063 1.77049001
-0.849096225 0.535445839 1.579
NaN NaN NaN
0.0 0.735 1.579
0.1015 0.701 1.5795
NaN NaN NaN
0.0 0.735 1.579
-0.1015 0.701 1.5795
NaN NaN NaN
0.0 0.735 1.579
0.0 0.742394852 1.40816382
NaN NaN NaN
-0.711526364 0.576735271 1.71729412
-0.562210529 0.583297575 1.579
NaN NaN NaN
-0.711526364 0.576735271 1.71729412
-0.715 0.582 1.579
NaN NaN NaN
-0.711526364 0.576735271 1.71729412
-0.849096225 0.535445839 1.579
NaN NaN NaN
-1.15428348 0.0730123662 2.12358141
-1.02768096 0.0768680027 2.06912387
NaN NaN NaN
-1.15428348 0.0730123662 2.12358141
-1.32362805 0.0761552704 2.06841993
NaN NaN NaN
-1.15428348 0.0730123662 2.12358141
-1.17061048 0.0817349534 1.98866968
NaN NaN NaN
-0.98 0.227394559 1.96932502
-0.993134683 0.0958524959 2.0270926
NaN NaN NaN
-0.98 0.227394559 1.96932502
-0.98 0.278365582 1.83571921
NaN NaN NaN
-0.98 0.227394559 1.96932502
-0.993927746 0.0997682472 1.90030157
NaN NaN NaN
-0.151057992 -0.381631714 2.3218194
-0.401969946 -0.64774466 2.48307798
NaN NaN NaN
-0.151057992 -0.381631714 2.3218194
0.0 -0.423288021 2.09184229
NaN NaN NaN
-0.151057992 -0.381631714 2.3218194
-0.157218642 -0.390129161 2.05170678
NaN NaN NaN
-0.151057992 -0.381631714 2.3218194
-0.413072676 -0.661471672 2.22589838
NaN NaN NaN
0.845701602 0.528605982 1.75282777
0.98 0.483691325 1.71295419
NaN NaN NaN
0.845701602 0.528605982 1.75282777
0.849481014 0.535312252 1.579
NaN NaN NaN
-1.0276383 0.0943016046 2.06845049
-1.02768096 0.0768680027 2.06912387
NaN NaN NaN
-1.0276383 0.0943016046 2.06845049
-0.993134683 0.0958524959 2.0270926
NaN NaN NaN
-1.0276383 0.0943016046 2.06845049
-1.02317489 0.0890462591 1.99798991
NaN NaN NaN
-1.0276383 0.0943016046 2.06845049
-1.01867454 0.0987492759 1.92694611
NaN NaN NaN
0.1015 0.701 1.5795
0.203 0.667 1.58
NaN NaN NaN
0.1015 0.701 1.5795
0.0 0.742394852 1.40816382
NaN NaN NaN
0.1015 0.701 1.5795
0.204963397 0.673720858 1.4093355
NaN NaN NaN
-0.1015 0.701 1.5795
-0.203 0.667 1.58
NaN NaN NaN
-0.1015 0.701 1.5795
0.0 0.742394852 1.40816382
NaN NaN NaN
-0.1015 0.701 1.5795
-0.204963397 0.673720858 1.4093355
NaN NaN NaN
-2.27247787 -0.0195015094 2.6891373
-1.83523472 -0.0179526423 2.29607881
NaN NaN NaN
-2.27247787 -0.0195015094 2.6891373
-2.76594357 -0.0197181805 2.62744413
NaN NaN NaN
-2.27247787 -0.0195015094 2.6891373
-2.18118394 -0.0172908903 1.98435218
NaN NaN NaN
-2.27247787 -0.0195015094 2.6891373
-2.62133789 -0.0180994946 2.13236472
NaN NaN NaN
-1.02768096 0.0768680027 2.06912387
-1.02317489 0.0890462591 1.99798991
NaN NaN NaN
-1.02768096 0.0768680027 2.06912387
-1.17061048 0.0817349534 1.98866968
NaN NaN NaN
-1.02768096 0.0768680027 2.06912387
-1.01870577 0.0862542722 1.92743916
NaN NaN NaN
0.203 0.667 1.58
0.244 0.586 1.579
NaN NaN NaN
0.203 0.667 1.58
0.224568152 0.628948771 1.49418439
NaN NaN NaN
0.203 0.667 1.58
0.204963397 0.673720858 1.4093355
NaN NaN NaN
-0.203 0.667 1.58
-0.244 0.586 1.579
NaN NaN NaN
-0.203 0.667 1.58
-0.224874805 0.629103918 1.4941942
NaN NaN NaN
-0.203 0.667 1.58
-0.204963397 0.673720858 1.4093355
NaN NaN NaN
0.987635751 -0.0241493173 2.12058043
0.978279947 -0.224638308 2.2221856
NaN NaN NaN
0.987635751 -0.0241493173 2.12058043
1.01844687 -0.0230382069 1.99998708
NaN NaN NaN
0.987635751 -0.0241493173 2.12058043
0.988322654 -0.02352486 1.96090671
NaN NaN NaN
0.987635751 -0.0241493173 2.12058043
0.97929984 -0.218267658 2.03922317
NaN NaN NaN
-0.993134683 0.0958524959 2.0270926
-1.01867454 0.0987492759 1.92694611
NaN NaN NaN
-0.993134683 0.0958524959 2.0270926
-0.993927746 0.0997682472 1.90030157
NaN NaN NaN
1.00624258 0.0957619134 2.02425888
0.993645985 0.0983770516 1.94534813
NaN NaN NaN
1.00624258 0.0957619134 2.02425888
1.01530049 0.0980661109 1.94587517
NaN NaN NaN
-3.22327494 -0.0123786041 3.47778924
-3.21237873 0.0139425946 3.34663081
NaN NaN NaN
-3.22327494 -0.0123786041 3.47778924
-3.21267368 -0.0232284382 3.34658974
NaN NaN NaN
-3.22327494 -0.0123786041 3.47778924
-3.71291967 -0.00896336059 3.44060104
NaN NaN NaN
1.02215004 0.0876389866 2.02544516
1.01530049 0.0980661109 1.94587517
NaN NaN NaN
1.02215004 0.0876389866 2.02544516
1.01977923 0.0851316402 1.94438517
NaN NaN NaN
-0.98773469 -0.0240593726 2.09758157
-1.02416059 -0.0232467368 2.08615166
NaN NaN NaN
-0.98773469 -0.0240593726 2.09758157
-0.978662359 -0.219911136 2.19374253
NaN NaN NaN
-0.98773469 -0.0240593726 2.09758157
-0.988355735 -0.0234947867 1.95321695
NaN NaN NaN
-0.98773469 -0.0240593726 2.09758157
-0.979270921 -0.221946253 2.02449801
NaN NaN NaN
-1.02416059 -0.0232467368 2.08615166
-1.19248085 -0.0169010905 2.12258422
NaN NaN NaN
-1.02416059 -0.0232467368 2.08615166
-1.14292862 -0.0164512858 1.98753891
NaN NaN NaN
-1.02416059 -0.0232467368 2.08615166
-0.988355735 -0.0234947867 1.95321695
NaN NaN NaN
-1.02416059 -0.0232467368 2.08615166
-1.01463726 -0.0228991701 1.94253707
NaN NaN NaN
-0.743006646 -0.625928638 2.54489879
-0.401969946 -0.64774466 2.48307798
NaN NaN NaN
-0.743006646 -0.625928638 2.54489879
-0.969115921 -0.42137566 2.33282462
NaN NaN NaN
-0.743006646 -0.625928638 2.54489879
-0.745583772 -0.638369933 2.31846722
NaN NaN NaN
-1.42913906 -0.0173349328 2.20186239
-1.19248085 -0.0169010905 2.12258422
NaN NaN NaN
-1.42913906 -0.0173349328 2.20186239
-1.83523472 -0.0179526423 2.29607881
NaN NaN NaN
-1.42913906 -0.0173349328 2.20186239
-1.33468047 -0.0164052464 1.92059349
NaN NaN NaN
-1.42913906 -0.0173349328 2.20186239
-1.71560178 -0.0168816469 1.97497758
NaN NaN NaN
2.18855522 -0.0121612953 2.55704822
3.04592424 -0.0169535242 2.84324545
NaN NaN NaN
2.18855522 -0.0121612953 2.55704822
1.94401503 -0.0038595462 1.991053
NaN NaN NaN
2.18855522 -0.0121612953 2.55704822
2.4590832 -0.00575738047 2.05580947
NaN NaN NaN
-1.19248085 -0.0169010905 2.12258422
-1.14292862 -0.0164512858 1.98753891
NaN NaN NaN
-1.19248085 -0.0169010905 2.12258422
-1.33468047 -0.0164052464 1.92059349
NaN NaN NaN
-1.02317489 0.0890462591 1.99798991
-1.01867454 0.0987492759 1.92694611
NaN NaN NaN
-1.02317489 0.0890462591 1.99798991
-1.01870577 0.0862542722 1.92743916
NaN NaN NaN
0.244 0.586 1.579
0.402023039 0.584657978 1.579
NaN NaN NaN
0.244 0.586 1.579
0.224568152 0.628948771 1.49418439
NaN NaN NaN
0.244 0.586 1.579
0.247551721 0.589702859 1.4084418
NaN NaN NaN
-0.244 0.586 1.579
-0.403515879 0.5846453 1.579
NaN NaN NaN
-0.244 0.586 1.579
-0.224874805 0.629103918 1.4941942
NaN NaN NaN
-0.244 0.586 1.579
-0.247551721 0.589702859 1.4084418
NaN NaN NaN
0.978279947 -0.224638308 2.2221856
0.969091783 -0.420048039 2.35340676
NaN NaN NaN
0.978279947 -0.224638308 2.2221856
0.97929984 -0.218267658 2.03922317
NaN NaN NaN
0.978279947 -0.224638308 2.2221856
0.969353582 -0.434447028 2.1301788
NaN NaN NaN
1.43796498 0.0725090257 2.12149667
1.19921149 0.0803348495 2.00890378
NaN NaN NaN
1.43796498 0.0725090257 2.12149667
1.91062455 0.0716463468 2.11421701
NaN NaN NaN
1.43796498 0.0725090257 2.12149667
1.31378514 0.0914228463 1.82866736
NaN NaN NaN
1.43796498 0.0725090257 2.12149667
1.56488816 0.0889478129 1.84833067
NaN NaN NaN
0.402023039 0.584657978 1.579
0.561680019 0.583302081 1.579
NaN NaN NaN
0.402023039 0.584657978 1.579
0.247551721 0.589702859 1.4084418
NaN NaN NaN
0.402023039 0.584657978 1.579
0.48188194 0.587556005 1.41322281
NaN NaN NaN
-0.403515879 0.5846453 1.579
-0.562210529 0.583297575 1.579
NaN NaN NaN
-0.403515879 0.5846453 1.579
-0.247551721 0.589702859 1.4084418
NaN NaN NaN
-0.403515879 0.5846453 1.579
-0.482893316 0.587512693 1.41422172
NaN NaN NaN
-0.401969946 -0.64774466 2.48307798
-0.745583772 -0.638369933 2.31846722
NaN NaN NaN
-0.401969946 -0.64774466 2.48307798
-0.413072676 -0.661471672 2.22589838
NaN NaN NaN
-1.32362805 0.0761552704 2.06841993
-1.17061048 0.0817349534 1.98866968
NaN NaN NaN
-1.32362805 0.0761552704 2.06841993
-1.29428056 0.0919061993 1.82254333
NaN NaN NaN
-1.32362805 0.0761552704 2.06841993
-1.60964968 0.0854999913 1.90123444
NaN NaN NaN
0.98 0.483691325 1.71295419
0.849481014 0.535312252 1.579
NaN NaN NaN
0.98 0.483691325 1.71295419
0.98 0.324736543 1.6834176
NaN NaN NaN
0.98 0.483691325 1.71295419
0.98 0.49 1.579
NaN NaN NaN
0.98 0.483691325 1.71295419
0.98 0.377057448 1.579
NaN NaN NaN
-0.98 0.278365582 1.83571921
-0.993927746 0.0997682472 1.90030157
NaN NaN NaN
-0.98 0.278365582 1.83571921
-0.98 0.351901664 1.70034721
NaN NaN NaN
-0.98 0.278365582 1.83571921
-0.994666552 0.103416099 1.78218505
NaN NaN NaN
-0.98 0.278365582 1.83571921
-0.98 0.221339882 1.68251318
NaN NaN NaN
-0.978662359 -0.219911136 2.19374253
-0.969115921 -0.42137566 2.33282462
NaN NaN NaN
-0.978662359 -0.219911136 2.19374253
-0.979270921 -0.221946253 2.02449801
NaN NaN NaN
-0.978662359 -0.219911136 2.19374253
-0.969358167 -0.434699192 2.1262695
NaN NaN NaN
-3.21237873 0.0139425946 3.34663081
-2.98567464 0.0287297762 2.96222165
NaN NaN NaN
-3.21237873 0.0139425946 3.34663081
-3.71291967 -0.00896336059 3.44060104
NaN NaN NaN
-3.21237873 0.0139425946 3.34663081
-3.70475732 0.023609547 3.27807177
NaN NaN NaN
-3.21237873 0.0139425946 3.34663081
-3.49976332 0.0343019157 2.91880105
NaN NaN NaN
0.561680019 0.583302081 1.579
0.715 0.582 1.579
NaN NaN NaN
0.561680019 0.583302081 1.579
0.48188194 0.587556005 1.41322281
NaN NaN NaN
0.561680019 0.583302081 1.579
0.732776452 0.585482733 1.41473107
NaN NaN NaN
-0.562210529 0.583297575 1.579
-0.715 0.582 1.579
NaN NaN NaN
-0.562210529 0.583297575 1.579
-0.482893316 0.587512693 1.41422172
NaN NaN NaN
-0.562210529 0.583297575 1.579
-0.732776452 0.585482733 1.41473107
NaN NaN NaN
0.969091783 -0.420048039 2.35340676
0.744893883 -0.635039435 2.37908228
NaN NaN NaN
0.969091783 -0.420048039 2.35340676
0.969353582 -0.434447028 2.1301788
NaN NaN NaN
0.969091783 -0.420048039 2.35340676
0.747565571 -0.647937241 2.14434221
NaN NaN NaN
-0.98 0.48421731 1.70178578
-0.849096225 0.535445839 1.579
NaN NaN NaN
-0.98 0.48421731 1.70178578
-0.98 0.351901664 1.70034721
NaN NaN NaN
-0.98 0.48421731 1.70178578
-0.98 0.49 1.579
NaN NaN NaN
-0.98 0.48421731 1.70178578
-0.98 0.377057448 1.579
NaN NaN NaN
0.98 0.26719224 1.83206673
0.993645985 0.0983770516 1.94534813
NaN NaN NaN
0.98 0.26719224 1.83206673
0.98 0.324736543 1.6834176
NaN NaN NaN
0.98 0.26719224 1.83206673
0.994525395 0.102719136 1.80475252
NaN NaN NaN
0.98 0.26719224 1.83206673
0.98 0.208099798 1.69511588
NaN NaN NaN
0.993645985 0.0983770516 1.94534813
1.01530049 0.0980661109 1.94587517
NaN NaN NaN
0.993645985 0.0983770516 1.94534813
1.00289029 0.100421811 1.87525998
NaN NaN NaN
0.993645985 0.0983770516 1.94534813
0.994525395 0.102719136 1.80475252
NaN NaN NaN
1.19921149 0.0803348495 2.00890378
1.01977923 0.0851316402 1.94438517
NaN NaN NaN
1.19921149 0.0803348495 2.00890378
1.16445446 0.0898822773 1.86329005
NaN NaN NaN
1.19921149 0.0803348495 2.00890378
1.31378514 0.0914228463 1.82866736
NaN NaN NaN
1.01530049 0.0980661109 1.94587517
1.01977923 0.0851316402 1.94438517
NaN NaN NaN
1.01530049 0.0980661109 1.94587517
1.00289029 0.100421811 1.87525998
NaN NaN NaN
1.01530049 0.0980661109 1.94587517
1.00808929 0.102524945 1.80506409
NaN NaN NaN
0.403413104 -0.649528929 2.44964918
0.744893883 -0.635039435 2.37908228
NaN NaN NaN
0.403413104 -0.649528929 2.44964918
0.414346361 -0.66304641 2.1963952
NaN NaN NaN
-1.17061048 0.0817349534 1.98866968
-1.01870577 0.0862542722 1.92743916
NaN NaN NaN
-1.17061048 0.0817349534 1.98866968
-1.15024261 0.090564404 1.85370823
NaN NaN NaN
-1.17061048 0.0817349534 1.98866968
-1.29428056 0.0919061993 1.82254333
NaN NaN NaN
1.01977923 0.0851316402 1.94438517
1.16445446 0.0898822773 1.86329005
NaN NaN NaN
1.01977923 0.0851316402 1.94438517
1.00808929 0.102524945 1.80506409
NaN NaN NaN
1.01977923 0.0851316402 1.94438517
1.01069691 0.0946299498 1.80100923
NaN NaN NaN
-0.969115921 -0.42137566 2.33282462
-0.745583772 -0.638369933 2.31846722
NaN NaN NaN
-0.969115921 -0.42137566 2.33282462
-0.969358167 -0.434699192 2.1262695
NaN NaN NaN
-3.21267368 -0.0232284382 3.34658974
-3.71291967 -0.00896336059 3.44060104
NaN NaN NaN
-3.21267368 -0.0232284382 3.34658974
-3.70497834 -0.0223381947 3.27804099
NaN NaN NaN
-3.21267368 -0.0232284382 3.34658974
-3.38507782 -0.0210395542 2.8963453
NaN NaN NaN
0.715 0.582 1.579
0.849481014 0.535312252 1.579
NaN NaN NaN
0.715 0.582 1.579
0.732776452 0.585482733 1.41473107
NaN NaN NaN
-0.715 0.582 1.579
-0.849096225 0.535445839 1.579
NaN NaN NaN
-0.715 0.582 1.579
-0.732776452 0.585482733 1.41473107
NaN NaN NaN
-1.01867454 0.0987492759 1.92694611
-1.01870577 0.0862542722 1.92743916
NaN NaN NaN
-1.01867454 0.0987492759 1.92694611
-0.993927746 0.0997682472 1.90030157
NaN NaN NaN
-1.01867454 0.0987492759 1.92694611
-1.01456448 0.0956859514 1.86206372
NaN NaN NaN
-1.01867454 0.0987492759 1.92694611
-1.01042938 0.102840383 1.79678597
NaN NaN NaN
2.5866729 0.0394218786 2.70071828
3.04230862 0.0324557214 2.88862748
NaN NaN NaN
2.5866729 0.0394218786 2.70071828
2.46169308 0.0648158997 2.2078516
NaN NaN NaN
2.5866729 0.0394218786 2.70071828
2.99436488 0.0603331057 2.26773673
NaN NaN NaN
-1.83523472 -0.0179526423 2.29607881
-1.71560178 -0.0168816469 1.97497758
NaN NaN NaN
-1.83523472 -0.0179526423 2.29607881
-2.18118394 -0.0172908903 1.98435218
NaN NaN NaN
-2.30272684 0.0497469305 2.49470356
-2.80240612 0.0445723783 2.60808153
NaN NaN NaN
-2.30272684 0.0497469305 2.49470356
-2.08868976 0.0728184494 2.08303574
NaN NaN NaN
-2.30272684 0.0497469305 2.49470356
-2.56469295 0.0672034695 2.15468554
NaN NaN NaN
-0.224874805 0.629103918 1.4941942
-0.204963397 0.673720858 1.4093355
NaN NaN NaN
-0.224874805 0.629103918 1.4941942
-0.247551721 0.589702859 1.4084418
NaN NaN NaN
0.224568152 0.628948771 1.49418439
0.204963397 0.673720858 1.4093355
NaN NaN NaN
0.224568152 0.628948771 1.49418439
0.247551721 0.589702859 1.4084418
NaN NaN NaN
-1.01870577 0.0862542722 1.92743916
-1.01456448 0.0956859514 1.86206372
NaN NaN NaN
-1.01870577 0.0862542722 1.92743916
-1.15024261 0.090564404 1.85370823
NaN NaN NaN
-1.01870577 0.0862542722 1.92743916
-1.01044824 0.0948900114 1.79708362
NaN NaN NaN
1.01844687 -0.0230382069 1.99998708
1.20371055 -0.0191648915 2.03639255
NaN NaN NaN
1.01844687 -0.0230382069 1.99998708
0.988322654 -0.02352486 1.96090671
NaN NaN NaN
1.01844687 -0.0230382069 1.99998708
1.13768609 -0.0198012413 1.88760903
NaN NaN NaN
1.01844687 -0.0230382069 1.99998708
1.0076892 -0.0226455913 1.83775831
NaN NaN NaN
3.35551512 -0.0114562366 3.46774569
3.34948729 0.0166344703 3.32753974
NaN NaN NaN
3.35551512 -0.0114562366 3.46774569
3.34965043 -0.0229807406 3.32751703
NaN NaN NaN
3.35551512 -0.0114562366 3.46774569
3.80872365 -0.0082951334 3.43332479
NaN NaN NaN
-0.993927746 0.0997682472 1.90030157
-1.01042938 0.102840383 1.79678597
NaN NaN NaN
-0.993927746 0.0997682472 1.90030157
-0.994666552 0.103416099 1.78218505
NaN NaN NaN
1.20371055 -0.0191648915 2.03639255
1.47784349 -0.0137346638 2.08066584
NaN NaN NaN
1.20371055 -0.0191648915 2.03639255
1.13768609 -0.0198012413 1.88760903
NaN NaN NaN
1.20371055 -0.0191648915 2.03639255
1.31465259 -0.0151743878 1.81691212
NaN NaN NaN
0.0 0.742394852 1.40816382
0.204963397 0.673720858 1.4093355
NaN NaN NaN
0.0 0.742394852 1.40816382
-0.204963397 0.673720858 1.4093355
NaN NaN NaN
0.0 0.742394852 1.40816382
0.0 0.753075409 1.16142116
NaN NaN NaN
0.0 0.742394852 1.40816382
-0.207801 0.683434192 1.16268231
NaN NaN NaN
0.988322654 -0.02352486 1.96090671
0.97929984 -0.218267658 2.03922317
NaN NaN NaN
0.988322654 -0.02352486 1.96090671
1.0076892 -0.0226455913 1.83775831
NaN NaN NaN
0.988322654 -0.02352486 1.96090671
0.988941783 -0.0229620154 1.81698733
NaN NaN NaN
0.988322654 -0.02352486 1.96090671
