x y z c
-0.072219899	0.36503305	-7.7629314	3.058163529117403
-0.0675939798	0.374318654	-7.72322278	3.058163529117403
-0.0309546333	0.384960949	-7.75118922	3.058163529117403
-0.0774613256	0.354511938	-7.8079235	2.745302752707055
-0.0309546333	0.384960949	-7.75118922	2.745302752707055
0.0	0.392368271	-7.78343941	2.745302752707055
-0.0309546333	0.384960949	-7.75118922	3.0039120587170784
-0.0774613256	0.354511938	-7.8079235	3.0039120587170784
-0.072219899	0.36503305	-7.7629314	3.0039120587170784
-0.072219899	0.36503305	-7.7629314	2.882993120683543
-0.0774613256	0.354511938	-7.8079235	2.882993120683543
-0.125717942	0.340947713	-7.76934699	2.882993120683543
-0.10473874	0.356501112	-7.73362734	3.0088317248653556
-0.072219899	0.36503305	-7.7629314	3.0088317248653556
-0.125717942	0.340947713	-7.76934699	3.0088317248653556
-0.0675939798	0.374318654	-7.72322278	3.103982978258166
-0.072219899	0.36503305	-7.7629314	3.103982978258166
-0.10473874	0.356501112	-7.73362734	3.103982978258166
-0.0624824695	0.384578985	-7.67934587	2.9714610782418003
-0.0675939798	0.374318654	-7.72322278	2.9714610782418003
-0.108118428	0.362650049	-7.69233734	2.9714610782418003
-0.0309546333	0.384960949	-7.75118922	3.0476088231532454
0.0	0.402	-7.731	3.0476088231532454
0.0	0.392368271	-7.78343941	3.0476088231532454
-0.0675939798	0.374318654	-7.72322278	2.780065681161324
-0.0624824695	0.384578985	-7.67934587	2.780065681161324
0.0	0.402	-7.731	2.780065681161324
-0.0309546333	0.384960949	-7.75118922	3.052406123836389
-0.0675939798	0.374318654	-7.72322278	3.052406123836389
0.0	0.402	-7.731	3.052406123836389
0.0	0.410990357	-7.6820525	2.7725035811428236
0.0	0.402	-7.731	2.7725035811428236
-0.0624824695	0.384578985	-7.67934587	2.7725035811428236
-0.0624824695	0.384578985	-7.67934587	2.775524053944708
-0.0568482058	0.395888638	-7.63098168	2.775524053944708
0.0	0.410990357	-7.6820525	2.775524053944708
0.0	0.419408777	-7.63621888	2.84209135907413
0.0	0.410990357	-7.6820525	2.84209135907413
-0.0568482058	0.395888638	-7.63098168	2.84209135907413
0.0	0.427254787	-7.59350172	2.8726731455024797
0.0	0.419408777	-7.63621888	2.8726731455024797
-0.0568482058	0.395888638	-7.63098168	2.8726731455024797
0.0	0.353827022	-7.9932751	2.826200942129596
0.0	0.344188582	-8.04575105	2.826200942129596
-0.0515028223	0.324107746	-8.03432201	2.826200942129596
-0.0510155054	0.337392477	-7.96313664	2.696146480678403
0.0	0.353827022	-7.9932751	2.696146480678403
-0.0515028223	0.324107746	-8.03432201	2.696146480678403
-0.0510088838	0.34703189	-7.91067092	2.933622337022634
-0.0510155054	0.337392477	-7.96313664	2.933622337022634
-0.0912356772	0.326862692	-7.92616173	2.933622337022634
-0.0510088838	0.34703189	-7.91067092	2.830438445004707
0.0	0.363464301	-7.94080547	2.830438445004707
-0.0510155054	0.337392477	-7.96313664	2.830438445004707
0.0	0.363464301	-7.94080547	2.8303820870006353
0.0	0.353827022	-7.9932751	2.8303820870006353
-0.0510155054	0.337392477	-7.96313664	2.8303820870006353
0.0	0.37310033	-7.88834265	2.8304948298885484
0.0	0.363464301	-7.94080547	2.8304948298885484
-0.0510088838	0.34703189	-7.91067092	2.8304948298885484
0.0	0.382735017	-7.83588713	2.6152415089419594
0.0	0.37310033	-7.88834265	2.6152415089419594
-0.0837451326	0.341898456	-7.86186333	2.6152415089419594
-0.0510088838	0.34703189	-7.91067092	2.7500602813372637
-0.0837451326	0.341898456	-7.86186333	2.7500602813372637
0.0	0.37310033	-7.88834265	2.7500602813372637
-0.0510088838	0.34703189	-7.91067092	2.865210262597654
-0.0912356772	0.326862692	-7.92616173	2.865210262597654
-0.0837451326	0.341898456	-7.86186333	2.865210262597654
-0.0774613256	0.354511938	-7.8079235	2.8032128559987406
-0.0837451326	0.341898456	-7.86186333	2.8032128559987406
