x y z c
0.4	1.0	0.8	3.0
0.38	1.0	0.8	3.0
0.38	1.0	0.8200000000000001	3.0
0.4	1.0	0.78	3.0
0.38	1.0	0.8	3.0
0.4	1.0	0.8	3.0
0.4	1.0	0.8	3.0
0.38	1.0	0.8200000000000001	3.0
0.4	1.0	0.8200000000000001	3.0
0.42	1.0	0.8	3.0
0.4	1.0	0.8	3.0
0.4	1.0	0.8200000000000001	3.0
0.42	1.0	0.8	3.0
0.4	1.0	0.8200000000000001	3.0
0.42	1.0	0.8200000000000001	3.0
0.44	1.0	0.8	3.0
0.42	1.0	0.8	3.0
0.42	1.0	0.8200000000000001	3.0
0.42	1.0	0.78	3.0
0.4	1.0	0.8	3.0
0.42	1.0	0.8	3.0
0.44	1.0	0.78	3.0
0.42	1.0	0.78	3.0
0.42	1.0	0.8	3.0
0.44	1.0	0.78	3.0
0.42	1.0	0.8	3.0
0.44	1.0	0.8	3.0
0.44	1.0	0.8	3.0
0.42	1.0	0.8200000000000001	3.0
0.44	1.0	0.8200000000000001	3.0
0.44	1.0	0.8200000000000001	3.0
0.42	1.0	0.8200000000000001	3.0
0.42	1.0	0.84	3.0
0.44	1.0	0.8200000000000001	3.0
0.42	1.0	0.84	3.0
0.44	1.0	0.84	3.0
0.44	1.0	0.84	3.0
0.42	1.0	0.84	3.0
0.42	1.0	0.86	3.0
0.42	1.0	0.8200000000000001	3.0
0.4	1.0	0.84	3.0
0.42	1.0	0.84	3.0
0.42	1.0	0.84	3.0
0.4	1.0	0.84	3.0
0.4	1.0	0.86	3.0
0.42	1.0	0.8200000000000001	3.0
0.4	1.0	0.8200000000000001	3.0
0.4	1.0	0.84	3.0
0.4	1.0	0.8200000000000001	3.0
0.38	1.0	0.8200000000000001	3.0
0.38	1.0	0.84	3.0
0.4	1.0	0.8200000000000001	3.0
0.38	1.0	0.84	3.0
0.4	1.0	0.84	3.0
0.4	1.0	0.84	3.0
0.38	1.0	0.86	3.0
0.4	1.0	0.86	3.0
0.42	1.0	0.84	3.0
0.4	1.0	0.86	3.0
0.42	1.0	0.86	3.0
0.44	1.0	0.84	3.0
0.42	1.0	0.86	3.0
0.44	1.0	0.86	3.0
0.46	1.0	0.84	3.0
0.44	1.0	0.84	3.0
0.44	1.0	0.86	3.0
0.46	1.0	0.84	3.0
0.44	1.0	0.86	3.0
0.46	1.0	0.86	3.0
0.48	1.0	0.84	3.0
0.46	1.0	0.84	3.0
0.46	1.0	0.86	3.0
0.5	1.0	0.84	3.0
0.48	1.0	0.86	3.0
0.5	1.0	0.86	3.0
0.5	1.0	0.84	3.0
0.48	1.0	0.84	3.0
0.48	1.0	0.86	3.0
0.48	1.0	0.84	3.0
0.46	1.0	0.86	3.0
0.48	1.0	0.86	3.0
0.48	1.0	0.8200000000000001	3.0
0.46	1.0	0.84	3.0
0.48	1.0	0.84	3.0
0.48	1.0	0.8200000000000001	3.0
0.46	1.0	0.8200000000000001	3.0
0.46	1.0	0.84	3.0
0.5	1.0	0.8200000000000001	3.0
0.48	1.0	0.8200000000000001	3.0
0.48	1.0	0.84	3.0
0.5	1.0	0.8200000000000001	3.0
0.48	1.0	0.84	3.0
0.5	1.0	0.84	3.0
0.5	1.0	0.8	3.0
0.48	1.0	0.8200000000000001	3.0
0.5	1.0	0.8200000000000001	3.0
0.48	1.0	0.8	3.0
0.46	1.0	0.8200000000000001	3.0
0.48	1.0	0.8200000000000001	3.0
0.46	1.0	0.8200000000000001	3.0
0.44	1.0	0.84	3.0
0.46	1.0	0.84	3.0
0.46	1.0	0.8200000000000001	3.0
0.44	1.0	0.8200000000000001	3.0
0.44	1.0	0.84	3.0
0.46	1.0	0.8	3.0
0.44	1.0	0.8200000000000001	3.0
0.46	1.0	0.8200000000000001	3.0
0.46	1.0	0.8	3.0
0.44	1.0	0.8	3.0
0.44	1.0	0.8200000000000001	3.0
0.46	1.0	0.78	3.0
0.44	1.0	0.8	3.0
0.46	1.0	0.8	3.0
0.46	1.0	0.78	3.0
0.44	1.0	0.78	3.0
0.44	1.0	0.8	3.0
0.48	1.0	0.78	3.0
0.46	1.0	0.78	3.0
0.46	1.0	0.8	3.0
0.48	1.0	0.8	3.0
0.46	1.0	0.8	3.0
0.46	1.0	0.8200000000000001	3.0
0.48	1.0	0.78	3.0
0.46	1.0	0.8	3.0
0.48	1.0	0.8	3.0
0.5	1.0	0.8	3.0
0.48	1.0	0.8	3.0
0.48	1.0	0.8200000000000001	3.0
0.5	1.0	0.78	3.0
0.48	1.0	0.8	3.0
0.5	1.0	0.8	3.0
0.5	1.0	0.78	3.0
0.48	1.0	0.78	3.0
0.48	1.0	0.8	3.0
0.48	1.0	0.76	3.0
0.46	1.0	0.78	3.0
0.48	1.0	0.78	3.0
0.5	1.0	0.76	3.0
0.48	1.0	0.76	3.0
0.48	1.0	0.78	3.0
0.5	1.0	0.76	3.0
0.48	1.0	0.78	3.0
0.5	1.0	0.78	3.0
0.46	1.0	0.76	3.0
0.44	1.0	0.78	3.0
0.46	1.0	0.78	3.0
0.5	1.0	0.7000000000000001	3.0
0.48	1.0	0.7000000000000001	3.0
0.48	1.0	0.72	3.0
0.5	1.0	0.68	3.0
0.48	1.0	0.7000000000000001	3.0
0.5	1.0	0.7000000000000001	3.0
0.5	1.0	0.68	3.0
0.48	1.0	0.68	3.0
0.48	1.0	0.7000000000000001	3.0
0.48	1.0	0.68	3.0
0.46	1.0	0.7000000000000001	3.0
0.48	1.0	0.7000000000000001	3.0
0.48	1.0	0.7000000000000001	3.0
0.46	1.0	0.7000000000000001	3.0
0.46	1.0	0.72	3.0
0.48	1.0	0.68	3.0
0.46	1.0	0.68	3.0
0.46	1.0	0.7000000000000001	3.0
0.46	1.0	0.68	3.0
0.44	1.0	0.7000000000000001	3.0
0.46	1.0	0.7000000000000001	3.0
0.46	1.0	0.68	3.0
0.44	1.0	0.68	3.0
0.44	1.0	0.7000000000000001	3.0
0.44	1.0	0.68	3.0
0.42	1.0	0.7000000000000001	3.0
0.44	1.0	0.7000000000000001	3.0
0.46	1.0	0.7000000000000001	3.0
