k,gamma,etahf,tol,N,storhmatrs,errhmatrs,tasshmatrs,tmvhmatrs,storncaefie,errncaefie,tassncaefie,tmvncaefie,storncaefieoct,errncaefieoct,tassncaefieoct,tmvncaefieoct
13.300995196348865,1.0,5.0,0.001,23520,1.983805728,0.003933496417843019,108.948490523,0.124819302,1.727896496,0.0014409184423848748,113.273216018,0.091726265,2.802700896,0.0024050568639352385,118.641652421,0.123039557
18.99781727007825,1.0,5.0,0.001,48000,4.921799072000001,0.0036729959514261064,302.196843195,0.330175216,3.65638392,0.005249564393754044,285.252949135,0.230719823,9.295398544000001,0.007836993475638666,411.963956068,0.514429404
27.07242254304166,1.0,5.0,0.001,97470,13.344610528,0.0032700801176116017,868.321987545,0.926663136,8.065169408000001,0.0027901890095177184,767.426122944,0.56550292,21.146334816000003,0.014105234015214992,957.570729339,1.031949955
37.99043905949329,1.0,5.0,0.001,192000,34.410264832,0.003175526539930694,2309.392523434,2.139003103,17.085279744,0.00361645358736634,1638.060398663,1.289364292,44.146703808000005,0.007487821036359471,2438.955700217,3.014720426
54.1366422568458,1.0,5.0,0.001,389880,95.572203664,0.0028070703926731744,6610.175561375,6.237802289,36.671135744000004,0.004756034777176655,4127.928735097,3.1117349,115.73158992,0.010448184661175284,5648.785917003,6.100237652
75.97828015660946,1.0,5.0,0.001,768000,252.29565163200002,0.0024792780545634606,17722.728004763,14.554400812,75.945920176,0.004083687578973902,9200.821486288,7.021390073,386.091266544,0.016150715059881766,17614.225209161,24.91412141
