N,tol,err,storage
113400,0.01,0.012096902539447767,8.917283792000001
113400,0.001,0.001630778872347409,10.025130736000001
113400,0.0001,0.000421921803469119,11.548364384000001
113400,1.0e-5,0.00013132333955553566,13.604225872
113400,1.0e-6,3.361475891648326e-5,16.3412784
113400,1.0e-7,8.960232294350971e-6,20.192398832000002
113400,1.0e-8,2.3232211187168455e-6,25.745471744000003
113400,1.0e-9,1.4653711451696284e-7,33.663706848000004
113400,1.0e-10,4.7447266226942586e-8,44.58884888
