N,tol,err,storage
45000,0.01,0.0038772025877072103,5.700739152000001
45000,0.001,0.0011720790045673364,6.151184784000001
45000,0.0001,0.0001499826949711513,6.777510224
45000,1.0e-5,3.3921811732443506e-5,7.633507536000001
45000,1.0e-6,2.3030504275195197e-5,8.746019152
45000,1.0e-7,5.770362624572653e-6,10.150212816
45000,1.0e-8,4.551642260600466e-6,11.885574416
45000,1.0e-9,1.4082485776614635e-6,13.987716192
45000,1.0e-10,1.0804307322526699e-6,16.517136912
