N,tol,err,storage
72270,0.01,0.008378256519264334,4.704941344
72270,0.001,0.0011813269827405071,5.244097088
72270,0.0001,0.00034454898144704166,5.98234728
72270,1.0e-5,5.6623085668585917e-5,6.972531104000001
72270,1.0e-6,1.751325541044531e-5,8.279385136
72270,1.0e-7,4.254331284920431e-6,10.112116576
72270,1.0e-8,9.520448423917906e-7,12.764863488000001
72270,1.0e-9,1.7092407958272947e-7,16.572996528
72270,1.0e-10,5.232336387312443e-8,21.823482608000003
