N,tol,err,storage
98568,0.01,0.004196263264538765,13.421114304000001
98568,0.001,0.0007915747631721623,14.678465984
98568,0.0001,0.00019370201224046805,16.436272064
98568,1.0e-5,9.841653782748203e-5,18.855296848000002
98568,1.0e-6,8.597292208908812e-5,22.048130528
98568,1.0e-7,8.653259405427485e-5,26.132375744
98568,1.0e-8,6.752851552739807e-5,31.204479952000003
98568,1.0e-9,6.731757008638667e-5,37.395515536000005
98568,1.0e-10,8.204322428300384e-5,45.040617792000006
