N,tol,err,storage
72270,0.01,0.008224362580082183,77.54563312
72270,0.001,0.002319022363327305,77.70909318400001
72270,0.0001,0.00022118236471994156,77.94025692800001
72270,1.0e-5,5.091590470831847e-5,78.250925248
72270,1.0e-6,1.4622137896778857e-5,78.631415136
72270,1.0e-7,3.932333701678168e-6,79.14002864000001
72270,1.0e-8,7.682379846861558e-7,79.799515072
72270,1.0e-9,1.617850931341518e-7,80.625073248
72270,1.0e-10,3.44681720965843e-8,81.614162608
