k,gamma,etahf,tol,N,th2mat,thmat,tmvh2mat,tmvhmat,storh2mat,storhmat,farerrh2mat,farerrhmat
13.300995196348865,1.0,5.0,0.001,23520,128.713227494,247.68195173,0.108562773,0.134388308,1.727896496,1.983805728,0.0014409184423848748,0.003933496417843019
18.99781727007825,1.0,5.0,0.001,48000,335.752899049,1130.874234652,0.28973463,0.344626723,3.65638392,4.921799072000001,0.005249564393754044,0.0036729959514261064
27.07242254304166,1.0,5.0,0.001,97470,905.966127373,7423.269633576,0.708285658,0.972456855,8.065169408000001,13.344610528,0.0027901890095177184,0.0032700801176116017
37.99043905949329,1.0,5.0,0.001,192000,2494.41995507,46495.784159605,1.689052167,2.31690662,17.085279744,34.410264832,0.00361645358736634,0.003175526539930694
54.1366422568458,1.0,5.0,0.001,389880,9990.269570199,3455.598062473,3.743589416,1.494281709,36.671135744000004,95.572203664,0.004756034777176655,0.0028070703926731744
75.97828015660946,1.0,5.0,0.001,768000,38434.692105319,10275.709748484,9.210093137,3.29883744,75.945920176,252.29565163200002,0.004083687578973902,0.0024792780545634606
