k,gamma,etahf,tol,N,asstime,tmvmat
13.300995196348865,1.0,5.0,0.001,23520,143.497959123,0.114523223
18.99781727007825,1.0,5.0,0.001,48000,370.840187252,0.28973463
27.07242254304166,1.0,5.0,0.001,97470,868.301456203,0.635414535
37.99043905949329,1.0,5.0,0.001,192000,1740.374967025,1.354336384
54.1366422568458,1.0,5.0,0.001,389880,4127.928735097,3.1117349
75.97828015660946,1.0,5.0,0.001,768000,9200.821486288,7.021390073
