k,gamma,etahf,tol,N,th2mat,tmvh2mat,storh2mat,farerrh2mat
13.300995196348865,1.0,5.0,0.001,23520,122.054112002,0.124728302,2.802700896,0.0024050568639352385
18.99781727007825,1.0,5.0,0.001,48000,457.582007245,0.553972077,9.295398544000001,0.007836993475638666
27.07242254304166,1.0,5.0,0.001,97470,1018.573102116,1.117469813,21.146334816000003,0.014105234015214992
37.99043905949329,1.0,5.0,0.001,192000,3269.463188838,3.240239973,44.146703808000005,0.007487821036359471
54.1366422568458,1.0,5.0,0.001,389880,8674.444793277,6.446252852,115.73158992,0.010448184661175284
75.97828015660946,1.0,5.0,0.001,768000,26783.245872509,25.304216068,386.091266544,0.016150715059881766
