k,gamma,etahf,tol,N,th2mat,tmvh2mat,storh2mat,farerrh2mat
1.628773208812592,1.0,2.0,0.001,35766,33.94757391,0.123088557,5.113655904000001,0.0008172200231241503
2.0719615657982504,1.0,2.0,0.001,58998,56.177315775,0.213906242,10.416016992000001,0.0006947725850887999
2.8762513092937345,1.0,2.0,0.001,117462,163.888857754,0.708556854,27.351693168,0.0010758609923327788
3.5729869942827714,1.0,2.0,0.001,229881,317.104842807,1.589439092,47.55326448,0.0015605412139332556
4.810523962786024,1.0,2.0,0.001,468252,742.2572251,3.641605386,113.973360736,0.0026162541123756493
6.2128087539826415,1.0,2.0,0.001,912699,1322.168317093,6.475522109,196.441423536,0.0023462075816448455
8.215778090646598,1.0,2.0,0.001,1854723,2024.971490007,8.444881107,460.72264376000004,0.0038071028070799685
